term_str,labmt_happiness,labmt_z
gee,5.54,-0.8481338259869838
go,5.54,-0.8481338259869838
gusta,5.54,-0.8481338259869838
hablar,5.54,-0.8481338259869838
handle,5.54,-0.8481338259869838
him,5.54,-0.8481338259869838
holdings,5.54,-0.8481338259869838
journalist,5.54,-0.8481338259869838
lap,5.54,-0.8481338259869838
look,5.54,-0.8481338259869838
machinery,5.54,-0.8481338259869838
materials,5.54,-0.8481338259869838
mount,5.54,-0.8481338259869838
mysterious,5.54,-0.8481338259869838
nicholas,5.54,-0.8481338259869838
notes,5.54,-0.8481338259869838
ny,5.54,-0.8481338259869838
obviously,5.54,-0.8481338259869838
pamela,5.54,-0.8481338259869838
panel,5.54,-0.8481338259869838
particular,5.54,-0.8481338259869838
person,5.54,-0.8481338259869838
posted,5.54,-0.8481338259869838
ppl,5.54,-0.8481338259869838
prompted,5.54,-0.8481338259869838
properties,5.54,-0.8481338259869838
quarterback,5.54,-0.8481338259869838
rating,5.54,-0.8481338259869838
rearrange,5.54,-0.8481338259869838
reason,5.54,-0.8481338259869838
regions,5.54,-0.8481338259869838
reminder,5.54,-0.8481338259869838
rims,5.54,-0.8481338259869838
ross,5.54,-0.8481338259869838
round,5.54,-0.8481338259869838
say,5.54,-0.8481338259869838
signs,5.54,-0.8481338259869838
simpson,5.54,-0.8481338259869838
sources,5.54,-0.8481338259869838
sponsored,5.54,-0.8481338259869838
stephen,5.54,-0.8481338259869838
suggesting,5.54,-0.8481338259869838
suzanne,5.54,-0.8481338259869838
texas,5.54,-0.8481338259869838
thursdays,5.54,-0.8481338259869838
timeline,5.54,-0.8481338259869838
tools,5.54,-0.8481338259869838
trio,5.54,-0.8481338259869838
yale,5.54,-0.8481338259869838
abstract,5.53,-0.8573512257349953
accordance,5.53,-0.8573512257349953
fellas,5.53,-0.8573512257349953
lean,5.53,-0.8573512257349953
outward,5.53,-0.8573512257349953
particle,5.53,-0.8573512257349953
pipe,5.53,-0.8573512257349953
rely,5.53,-0.8573512257349953
sheet,5.53,-0.8573512257349953
sole,5.53,-0.8573512257349953
whatcha,5.53,-0.8573512257349953
arrow,5.52,-0.8665686254830077
blazing,5.52,-0.8665686254830077
wherever,5.52,-0.8665686254830077
aimed,5.52,-0.8665686254830077
alice,5.52,-0.8665686254830077
alicia,5.52,-0.8665686254830077
amendment,5.52,-0.8665686254830077
amy,5.52,-0.8665686254830077
appointment,5.52,-0.8665686254830077
archive,5.52,-0.8665686254830077
article,5.52,-0.8665686254830077
beth,5.52,-0.8665686254830077
beverly,5.52,-0.8665686254830077
beyonce,5.52,-0.8665686254830077
bottles,5.52,-0.8665686254830077
boxes,5.52,-0.8665686254830077
branch,5.52,-0.8665686254830077
carol,5.52,-0.8665686254830077
categories,5.52,-0.8665686254830077
class,5.52,-0.8665686254830077
coaches,5.52,-0.8665686254830077
compounds,5.52,-0.8665686254830077
could,5.52,-0.8665686254830077
cube,5.52,-0.8665686254830077
demonstrate,5.52,-0.8665686254830077
edition,5.52,-0.8665686254830077
employers,5.52,-0.8665686254830077
episodes,5.52,-0.8665686254830077
eva,5.52,-0.8665686254830077
exceptions,5.52,-0.8665686254830077
extension,5.52,-0.8665686254830077
filled,5.52,-0.8665686254830077
findings,5.52,-0.8665686254830077
graphic,5.52,-0.8665686254830077
headline,5.52,-0.8665686254830077
horizontal,5.52,-0.8665686254830077
jefferson,5.52,-0.8665686254830077
jets,5.52,-0.8665686254830077
jose,5.52,-0.8665686254830077
josh,5.52,-0.8665686254830077
journalism,5.52,-0.8665686254830077
monica,5.52,-0.8665686254830077
montgomery,5.52,-0.8665686254830077
nbc,5.52,-0.8665686254830077
north,5.52,-0.8665686254830077
outer,5.52,-0.8665686254830077
papi,5.52,-0.8665686254830077
parker,5.52,-0.8665686254830077
patrick,5.52,-0.8665686254830077
peas,5.52,-0.8665686254830077
plains,5.52,-0.8665686254830077
pm,5.52,-0.8665686254830077
positions,5.52,-0.8665686254830077
posting,5.52,-0.8665686254830077
ray,5.52,-0.8665686254830077
reaction,5.52,-0.8665686254830077
reference,5.52,-0.8665686254830077
reflected,5.52,-0.8665686254830077
remain,5.52,-0.8665686254830077
reserves,5.52,-0.8665686254830077
rockefeller,5.52,-0.8665686254830077
room,5.52,-0.8665686254830077
russian,5.52,-0.8665686254830077
ryan,5.52,-0.8665686254830077
sara,5.52,-0.8665686254830077
she's,5.52,-0.8665686254830077
subjective,5.52,-0.8665686254830077
suggest,5.52,-0.8665686254830077
summit,5.52,-0.8665686254830077
synagogue,5.52,-0.8665686254830077
taylor,5.52,-0.8665686254830077
throughout,5.52,-0.8665686254830077
tony,5.52,-0.8665686254830077
traded,5.52,-0.8665686254830077
trailer,5.52,-0.8665686254830077
twitters,5.52,-0.8665686254830077
u,5.52,-0.8665686254830077
url,5.52,-0.8665686254830077
usage,5.52,-0.8665686254830077
vet,5.52,-0.8665686254830077
vikings,5.52,-0.8665686254830077
whispers,5.52,-0.8665686254830077
beso,5.52,-0.8665686254830077
respiratory,5.52,-0.8665686254830077
fills,5.51,-0.8757860252310193
behaviors,5.51,-0.8757860252310193
breed,5.51,-0.8757860252310193
layin,5.51,-0.8757860252310193
maze,5.51,-0.8757860252310193
measurement,5.51,-0.8757860252310193
occurrence,5.51,-0.8757860252310193
priests,5.51,-0.8757860252310193
receptor,5.51,-0.8757860252310193
slope,5.51,-0.8757860252310193
tener,5.51,-0.8757860252310193
thong,5.51,-0.8757860252310193
account,5.5,-0.8850034249790308
adds,5.5,-0.8850034249790308
anglo,5.5,-0.8850034249790308
application,5.5,-0.8850034249790308
arm,5.5,-0.8850034249790308
atoms,5.5,-0.8850034249790308
austin,5.5,-0.8850034249790308
behavior,5.5,-0.8850034249790308
beyond,5.5,-0.8850034249790308
bloggers,5.5,-0.8850034249790308
bow,5.5,-0.8850034249790308
brief,5.5,-0.8850034249790308
buffalo,5.5,-0.8850034249790308
capacity,5.5,-0.8850034249790308
chairwoman,5.5,-0.8850034249790308
channel,5.5,-0.8850034249790308
charlotte,5.5,-0.8850034249790308
christine,5.5,-0.8850034249790308
clay,5.5,-0.8850034249790308
consumer,5.5,-0.8850034249790308
count,5.5,-0.8850034249790308
crews,5.5,-0.8850034249790308
david,5.5,-0.8850034249790308
democrats,5.5,-0.8850034249790308
doing,5.5,-0.8850034249790308
editions,5.5,-0.8850034249790308
effects,5.5,-0.8850034249790308
equivalent,5.5,-0.8850034249790308
eyed,5.5,-0.8850034249790308
faculty,5.5,-0.8850034249790308
feels,5.5,-0.8850034249790308
fellow,5.5,-0.8850034249790308
figure,5.5,-0.8850034249790308
finals,5.5,-0.8850034249790308
fm,5.5,-0.8850034249790308
footsteps,5.5,-0.8850034249790308
frequently,5.5,-0.8850034249790308
generation,5.5,-0.8850034249790308
genetic,5.5,-0.8850034249790308
glasses,5.5,-0.8850034249790308
halfway,5.5,-0.8850034249790308
handled,5.5,-0.8850034249790308
in,5.5,-0.8850034249790308
insure,5.5,-0.8850034249790308
investors,5.5,-0.8850034249790308
item,5.5,-0.8850034249790308
jack,5.5,-0.8850034249790308
jane,5.5,-0.8850034249790308
jones,5.5,-0.8850034249790308
leven,5.5,-0.8850034249790308
manifest,5.5,-0.8850034249790308
map,5.5,-0.8850034249790308
maria,5.5,-0.8850034249790308
melissa,5.5,-0.8850034249790308
minute,5.5,-0.8850034249790308
normally,5.5,-0.8850034249790308
pastor,5.5,-0.8850034249790308
patricia,5.5,-0.8850034249790308
pole,5.5,-0.8850034249790308
preface,5.5,-0.8850034249790308
prep,5.5,-0.8850034249790308
quiet,5.5,-0.8850034249790308
ran,5.5,-0.8850034249790308
rated,5.5,-0.8850034249790308
repertory,5.5,-0.8850034249790308
retailers,5.5,-0.8850034249790308
retain,5.5,-0.8850034249790308
rub,5.5,-0.8850034249790308
russia,5.5,-0.8850034249790308
settings,5.5,-0.8850034249790308
skin,5.5,-0.8850034249790308
sms,5.5,-0.8850034249790308
specifically,5.5,-0.8850034249790308
steven,5.5,-0.8850034249790308
stevie,5.5,-0.8850034249790308
texting,5.5,-0.8850034249790308
tie,5.5,-0.8850034249790308
transmission,5.5,-0.8850034249790308
unit,5.5,-0.8850034249790308
variation,5.5,-0.8850034249790308
vol,5.5,-0.8850034249790308
wanna,5.5,-0.8850034249790308
we're,5.5,-0.8850034249790308
wearing,5.5,-0.8850034249790308
westside,5.5,-0.8850034249790308
wild,5.5,-0.8850034249790308
womb,5.5,-0.8850034249790308
works,5.5,-0.8850034249790308
yankee,5.5,-0.8850034249790308
responsibilities,5.49,-0.8942208247270425
awaits,5.49,-0.8942208247270425
interface,5.49,-0.8942208247270425
mics,5.49,-0.8942208247270425
modified,5.49,-0.8942208247270425
remark,5.49,-0.8942208247270425
supervision,5.49,-0.8942208247270425
weave,5.49,-0.8942208247270425
flame,5.49,-0.8942208247270425
interpreted,5.49,-0.8942208247270425
11am,5.48,-0.903438224475054
acts,5.48,-0.903438224475054
actual,5.48,-0.903438224475054
adviser,5.48,-0.903438224475054
advisers,5.48,-0.903438224475054
ahhh,5.48,-0.903438224475054
alabama,5.48,-0.903438224475054
along,5.48,-0.903438224475054
announced,5.48,-0.903438224475054
approached,5.48,-0.903438224475054
attempted,5.48,-0.903438224475054
ballin,5.48,-0.903438224475054
beta,5.48,-0.903438224475054
bling,5.48,-0.903438224475054
canon,5.48,-0.903438224475054
cheap,5.48,-0.903438224475054
church,5.48,-0.903438224475054
cincinnati,5.48,-0.903438224475054
column,5.48,-0.903438224475054
compound,5.48,-0.903438224475054
concept,5.48,-0.903438224475054
consultant,5.48,-0.903438224475054
convention,5.48,-0.903438224475054
coupe,5.48,-0.903438224475054
cumulative,5.48,-0.903438224475054
demo,5.48,-0.903438224475054
donald,5.48,-0.903438224475054
elements,5.48,-0.903438224475054
encountered,5.48,-0.903438224475054
everytime,5.48,-0.903438224475054
exception,5.48,-0.903438224475054
export,5.48,-0.903438224475054
extensive,5.48,-0.903438224475054
external,5.48,-0.903438224475054
fb,5.48,-0.903438224475054
felt,5.48,-0.903438224475054
guild,5.48,-0.903438224475054
habit,5.48,-0.903438224475054
he'll,5.48,-0.903438224475054
here,5.48,-0.903438224475054
highway,5.48,-0.903438224475054
holmes,5.48,-0.903438224475054
ikea,5.48,-0.903438224475054
indicate,5.48,-0.903438224475054
janet,5.48,-0.903438224475054
joan,5.48,-0.903438224475054
jump,5.48,-0.903438224475054
kate,5.48,-0.903438224475054
katherine,5.48,-0.903438224475054
katie,5.48,-0.903438224475054
katy,5.48,-0.903438224475054
korean,5.48,-0.903438224475054
laurie,5.48,-0.903438224475054
led,5.48,-0.903438224475054
lei,5.48,-0.903438224475054
longest,5.48,-0.903438224475054
luna,5.48,-0.903438224475054
madison,5.48,-0.903438224475054
mark,5.48,-0.903438224475054
may,5.48,-0.903438224475054
methods,5.48,-0.903438224475054
mixed,5.48,-0.903438224475054
motor,5.48,-0.903438224475054
naval,5.48,-0.903438224475054
nicole,5.48,-0.903438224475054
nose,5.48,-0.903438224475054
oklahoma,5.48,-0.903438224475054
ole,5.48,-0.903438224475054
operates,5.48,-0.903438224475054
palm,5.48,-0.903438224475054
particles,5.48,-0.903438224475054
pepper,5.48,-0.903438224475054
physics,5.48,-0.903438224475054
picking,5.48,-0.903438224475054
portion,5.48,-0.903438224475054
post,5.48,-0.903438224475054
powell,5.48,-0.903438224475054
predicted,5.48,-0.903438224475054
quoted,5.48,-0.903438224475054
remote,5.48,-0.903438224475054
requested,5.48,-0.903438224475054
roller,5.48,-0.903438224475054
route,5.48,-0.903438224475054
run,5.48,-0.903438224475054
sally,5.48,-0.903438224475054
sell,5.48,-0.903438224475054
server,5.48,-0.903438224475054
sessions,5.48,-0.903438224475054
shape,5.48,-0.903438224475054
spread,5.48,-0.903438224475054
square,5.48,-0.903438224475054
stephanie,5.48,-0.903438224475054
surfaces,5.48,-0.903438224475054
surname,5.48,-0.903438224475054
tampa,5.48,-0.903438224475054
township,5.48,-0.903438224475054
trek,5.48,-0.903438224475054
tried,5.48,-0.903438224475054
truck,5.48,-0.903438224475054
tweet,5.48,-0.903438224475054
user,5.48,-0.903438224475054
users,5.48,-0.903438224475054
utility,5.48,-0.903438224475054
vamos,5.48,-0.903438224475054
wells,5.48,-0.903438224475054
ceiling,5.47,-0.9126556242230663
dwell,5.47,-0.9126556242230663
elaborate,5.47,-0.9126556242230663
grip,5.47,-0.9126556242230663
halls,5.47,-0.9126556242230663
loaded,5.47,-0.9126556242230663
metabolism,5.47,-0.9126556242230663
spinning,5.47,-0.9126556242230663
#nowplaying,5.46,-0.9218730239710778
alex,5.46,-0.9218730239710778
appeared,5.46,-0.9218730239710778
arlington,5.46,-0.9218730239710778
blogger,5.46,-0.9218730239710778
bricks,5.46,-0.9218730239710778
cam,5.46,-0.9218730239710778
caption,5.46,-0.9218730239710778
carries,5.46,-0.9218730239710778
carroll,5.46,-0.9218730239710778
cavalry,5.46,-0.9218730239710778
challenged,5.46,-0.9218730239710778
chi,5.46,-0.9218730239710778
chronicle,5.46,-0.9218730239710778
coalition,5.46,-0.9218730239710778
colonies,5.46,-0.9218730239710778
competitive,5.46,-0.9218730239710778
conducted,5.46,-0.9218730239710778
consisted,5.46,-0.9218730239710778
contract,5.46,-0.9218730239710778
developers,5.46,-0.9218730239710778
diameter,5.46,-0.9218730239710778
directed,5.46,-0.9218730239710778
distributed,5.46,-0.9218730239710778
domestic,5.46,-0.9218730239710778
dozen,5.46,-0.9218730239710778
enough,5.46,-0.9218730239710778
equation,5.46,-0.9218730239710778
expectations,5.46,-0.9218730239710778
explain,5.46,-0.9218730239710778
followed,5.46,-0.9218730239710778
fox,5.46,-0.9218730239710778
further,5.46,-0.9218730239710778
gears,5.46,-0.9218730239710778
guts,5.46,-0.9218730239710778
helen,5.46,-0.9218730239710778
index,5.46,-0.9218730239710778
instructions,5.46,-0.9218730239710778
jeffrey,5.46,-0.9218730239710778
jerry,5.46,-0.9218730239710778
lafayette,5.46,-0.9218730239710778
laid,5.46,-0.9218730239710778
let's,5.46,-0.9218730239710778
linked,5.46,-0.9218730239710778
list,5.46,-0.9218730239710778
local,5.46,-0.9218730239710778
loop,5.46,-0.9218730239710778
manufacturers,5.46,-0.9218730239710778
math,5.46,-0.9218730239710778
matthew,5.46,-0.9218730239710778
meeting,5.46,-0.9218730239710778
megan,5.46,-0.9218730239710778
mornin,5.46,-0.9218730239710778
needed,5.46,-0.9218730239710778
object,5.46,-0.9218730239710778
organ,5.46,-0.9218730239710778
particularly,5.46,-0.9218730239710778
philly,5.46,-0.9218730239710778
process,5.46,-0.9218730239710778
projects,5.46,-0.9218730239710778
pulls,5.46,-0.9218730239710778
quote,5.46,-0.9218730239710778
rebecca,5.46,-0.9218730239710778
reform,5.46,-0.9218730239710778
religious,5.46,-0.9218730239710778
richmond,5.46,-0.9218730239710778
sandra,5.46,-0.9218730239710778
segment,5.46,-0.9218730239710778
sent,5.46,-0.9218730239710778
series,5.46,-0.9218730239710778
serve,5.46,-0.9218730239710778
sharon,5.46,-0.9218730239710778
shipping,5.46,-0.9218730239710778
shoulder,5.46,-0.9218730239710778
stacks,5.46,-0.9218730239710778
statements,5.46,-0.9218730239710778
surrounding,5.46,-0.9218730239710778
therapy,5.46,-0.9218730239710778
thy,5.46,-0.9218730239710778
twitter,5.46,-0.9218730239710778
uno,5.46,-0.9218730239710778
vincent,5.46,-0.9218730239710778
watched,5.46,-0.9218730239710778
wide,5.46,-0.9218730239710778
william,5.46,-0.9218730239710778
dome,5.46,-0.9218730239710778
filter,5.46,-0.9218730239710778
notions,5.46,-0.9218730239710778
unfold,5.46,-0.9218730239710778
administered,5.45,-0.9310904237190895
furthermore,5.45,-0.9310904237190895
situations,5.45,-0.9310904237190895
sociology,5.45,-0.9310904237190895
subsequent,5.45,-0.9310904237190895
sway,5.45,-0.9310904237190895
wrists,5.45,-0.9310904237190895
drawers,5.45,-0.9310904237190895
undoubtedly,5.45,-0.9310904237190895
2nite,5.44,-0.940307823467101
amp,5.44,-0.940307823467101
anita,5.44,-0.940307823467101
area,5.44,-0.940307823467101
arthur,5.44,-0.940307823467101
assigned,5.44,-0.940307823467101
aug,5.44,-0.940307823467101
axis,5.44,-0.940307823467101
battery,5.44,-0.940307823467101
beside,5.44,-0.940307823467101
bob,5.44,-0.940307823467101
brown,5.44,-0.940307823467101
calculation,5.44,-0.940307823467101
carolina,5.44,-0.940307823467101
carried,5.44,-0.940307823467101
centres,5.44,-0.940307823467101
chair,5.44,-0.940307823467101
charter,5.44,-0.940307823467101
columbia,5.44,-0.940307823467101
company,5.44,-0.940307823467101
consist,5.44,-0.940307823467101
cope,5.44,-0.940307823467101
counter,5.44,-0.940307823467101
curtains,5.44,-0.940307823467101
deck,5.44,-0.940307823467101
den,5.44,-0.940307823467101
doors,5.44,-0.940307823467101
earl,5.44,-0.940307823467101
editors,5.44,-0.940307823467101
evelyn,5.44,-0.940307823467101
fisher,5.44,-0.940307823467101
flow,5.44,-0.940307823467101
georgia,5.44,-0.940307823467101
i'd,5.44,-0.940307823467101
imports,5.44,-0.940307823467101
jay,5.44,-0.940307823467101
joel,5.44,-0.940307823467101
jordan,5.44,-0.940307823467101
kong,5.44,-0.940307823467101
lab,5.44,-0.940307823467101
lateral,5.44,-0.940307823467101
mass,5.44,-0.940307823467101
meant,5.44,-0.940307823467101
metal,5.44,-0.940307823467101
mister,5.44,-0.940307823467101
montana,5.44,-0.940307823467101
moore,5.44,-0.940307823467101
noche,5.44,-0.940307823467101
nov,5.44,-0.940307823467101
operating,5.44,-0.940307823467101
overall,5.44,-0.940307823467101
passes,5.44,-0.940307823467101
passing,5.44,-0.940307823467101
paul,5.44,-0.940307823467101
phrase,5.44,-0.940307823467101
possess,5.44,-0.940307823467101
quantitative,5.44,-0.940307823467101
recently,5.44,-0.940307823467101
refers,5.44,-0.940307823467101
represent,5.44,-0.940307823467101
saw,5.44,-0.940307823467101
search,5.44,-0.940307823467101
sept,5.44,-0.940307823467101
seventy,5.44,-0.940307823467101
signal,5.44,-0.940307823467101
solomon,5.44,-0.940307823467101
stations,5.44,-0.940307823467101
storage,5.44,-0.940307823467101
street,5.44,-0.940307823467101
subject,5.44,-0.940307823467101
submit,5.44,-0.940307823467101
surround,5.44,-0.940307823467101
ten,5.44,-0.940307823467101
tenants,5.44,-0.940307823467101
thurs,5.44,-0.940307823467101
tone,5.44,-0.940307823467101
tongue,5.44,-0.940307823467101
trunk,5.44,-0.940307823467101
tweeted,5.44,-0.940307823467101
versions,5.44,-0.940307823467101
wagner,5.44,-0.940307823467101
wax,5.44,-0.940307823467101
wilson,5.44,-0.940307823467101
worked,5.44,-0.940307823467101
yen,5.44,-0.940307823467101
zion,5.44,-0.940307823467101
measurements,5.44,-0.940307823467101
reactions,5.44,-0.940307823467101
adjacent,5.43,-0.9495252232151133
bailar,5.43,-0.9495252232151133
kara,5.43,-0.9495252232151133
modes,5.43,-0.9495252232151133
proposition,5.43,-0.9495252232151133
remainder,5.43,-0.9495252232151133
steam,5.43,-0.9495252232151133
10am,5.42,-0.9587426229631248
again,5.42,-0.9587426229631248
also,5.42,-0.9587426229631248
ashley,5.42,-0.9587426229631248
aye,5.42,-0.9587426229631248
background,5.42,-0.9587426229631248
bailey,5.42,-0.9587426229631248
barrel,5.42,-0.9587426229631248
bedford,5.42,-0.9587426229631248
booth,5.42,-0.9587426229631248
bowl,5.42,-0.9587426229631248
businessman,5.42,-0.9587426229631248
calls,5.42,-0.9587426229631248
came,5.42,-0.9587426229631248
carolyn,5.42,-0.9587426229631248
category,5.42,-0.9587426229631248
centre,5.42,-0.9587426229631248
chip,5.42,-0.9587426229631248
com,5.42,-0.9587426229631248
comprehensive,5.42,-0.9587426229631248
compromise,5.42,-0.9587426229631248
conductor,5.42,-0.9587426229631248
course,5.42,-0.9587426229631248
crow,5.42,-0.9587426229631248
dennis,5.42,-0.9587426229631248
derived,5.42,-0.9587426229631248
duration,5.42,-0.9587426229631248
enzyme,5.42,-0.9587426229631248
ever,5.42,-0.9587426229631248
financial,5.42,-0.9587426229631248
floors,5.42,-0.9587426229631248
frances,5.42,-0.9587426229631248
gene,5.42,-0.9587426229631248
going,5.42,-0.9587426229631248
gotten,5.42,-0.9587426229631248
he,5.42,-0.9587426229631248
himself,5.42,-0.9587426229631248
hockey,5.42,-0.9587426229631248
hopkins,5.42,-0.9587426229631248
initial,5.42,-0.9587426229631248
inner,5.42,-0.9587426229631248
instance,5.42,-0.9587426229631248
jeanne,5.42,-0.9587426229631248
jeremy,5.42,-0.9587426229631248
jr,5.42,-0.9587426229631248
julia,5.42,-0.9587426229631248
julie,5.42,-0.9587426229631248
listenin,5.42,-0.9587426229631248
livingston,5.42,-0.9587426229631248
memphis,5.42,-0.9587426229631248
mentioned,5.42,-0.9587426229631248
mercury,5.42,-0.9587426229631248
mini,5.42,-0.9587426229631248
monthly,5.42,-0.9587426229631248
nine,5.42,-0.9587426229631248
note,5.42,-0.9587426229631248
nowadays,5.42,-0.9587426229631248
om,5.42,-0.9587426229631248
oprah,5.42,-0.9587426229631248
pasa,5.42,-0.9587426229631248
penn,5.42,-0.9587426229631248
peter,5.42,-0.9587426229631248
point,5.42,-0.9587426229631248
polls,5.42,-0.9587426229631248
presentation,5.42,-0.9587426229631248
primarily,5.42,-0.9587426229631248
ranks,5.42,-0.9587426229631248
references,5.42,-0.9587426229631248
resulting,5.42,-0.9587426229631248
riley,5.42,-0.9587426229631248
rolled,5.42,-0.9587426229631248
roof,5.42,-0.9587426229631248
sam,5.42,-0.9587426229631248
sean,5.42,-0.9587426229631248
secretary,5.42,-0.9587426229631248
select,5.42,-0.9587426229631248
signals,5.42,-0.9587426229631248
snl,5.42,-0.9587426229631248
spencer,5.42,-0.9587426229631248
state's,5.42,-0.9587426229631248
subjects,5.42,-0.9587426229631248
tables,5.42,-0.9587426229631248
tell,5.42,-0.9587426229631248
terry,5.42,-0.9587426229631248
theory,5.42,-0.9587426229631248
tom,5.42,-0.9587426229631248
topic,5.42,-0.9587426229631248
toss,5.42,-0.9587426229631248
treasury's,5.42,-0.9587426229631248
tweets,5.42,-0.9587426229631248
yorkers,5.42,-0.9587426229631248
you'll,5.42,-0.9587426229631248
calculated,5.42,-0.9587426229631248
configuration,5.42,-0.9587426229631248
inhabitants,5.42,-0.9587426229631248
statute,5.42,-0.9587426229631248
interlude,5.41,-0.9679600227111365
clerk,5.41,-0.9679600227111365
constitutes,5.41,-0.9679600227111365
cylinder,5.41,-0.9679600227111365
knocks,5.41,-0.9679600227111365
ratio,5.41,-0.9679600227111365
tissue,5.41,-0.9679600227111365
variables,5.41,-0.9679600227111365
vector,5.41,-0.9679600227111365
vols,5.41,-0.9679600227111365
whassup,5.41,-0.9679600227111365
width,5.41,-0.9679600227111365
absolute,5.4,-0.977177422459148
ah,5.4,-0.977177422459148
alison,5.4,-0.977177422459148
anne,5.4,-0.977177422459148
arabia,5.4,-0.977177422459148
arkansas,5.4,-0.977177422459148
boldface,5.4,-0.977177422459148
cast,5.4,-0.977177422459148
chamber,5.4,-0.977177422459148
china,5.4,-0.977177422459148
claimed,5.4,-0.977177422459148
conquest,5.4,-0.977177422459148
consecutive,5.4,-0.977177422459148
daily,5.4,-0.977177422459148
dana,5.4,-0.977177422459148
definitions,5.4,-0.977177422459148
distribution,5.4,-0.977177422459148
dna,5.4,-0.977177422459148
document,5.4,-0.977177422459148
each,5.4,-0.977177422459148
earlier,5.4,-0.977177422459148
embassy,5.4,-0.977177422459148
esp,5.4,-0.977177422459148
estimate,5.4,-0.977177422459148
fam,5.4,-0.977177422459148
figured,5.4,-0.977177422459148
fuel,5.4,-0.977177422459148
gulf,5.4,-0.977177422459148
headquarters,5.4,-0.977177422459148
healthcare,5.4,-0.977177422459148
hee,5.4,-0.977177422459148
holds,5.4,-0.977177422459148
inside,5.4,-0.977177422459148
intent,5.4,-0.977177422459148
jan,5.4,-0.977177422459148
johnson,5.4,-0.977177422459148
joseph,5.4,-0.977177422459148
lah,5.4,-0.977177422459148
lawrence,5.4,-0.977177422459148
lick,5.4,-0.977177422459148
lou,5.4,-0.977177422459148
lung,5.4,-0.977177422459148
main,5.4,-0.977177422459148
malcolm,5.4,-0.977177422459148
margaret,5.4,-0.977177422459148
matter,5.4,-0.977177422459148
mexican,5.4,-0.977177422459148
ministers,5.4,-0.977177422459148
mixtape,5.4,-0.977177422459148
nancy,5.4,-0.977177422459148
oakland,5.4,-0.977177422459148
obedience,5.4,-0.977177422459148
one,5.4,-0.977177422459148
paula,5.4,-0.977177422459148
picks,5.4,-0.977177422459148
processes,5.4,-0.977177422459148
putting,5.4,-0.977177422459148
ranging,5.4,-0.977177422459148
reminds,5.4,-0.977177422459148
reorganization,5.4,-0.977177422459148
represents,5.4,-0.977177422459148
rien,5.4,-0.977177422459148
riverdale,5.4,-0.977177422459148
sarah,5.4,-0.977177422459148
seen,5.4,-0.977177422459148
statistical,5.4,-0.977177422459148
stayed,5.4,-0.977177422459148
stomach,5.4,-0.977177422459148
string,5.4,-0.977177422459148
sushi,5.4,-0.977177422459148
tap,5.4,-0.977177422459148
testament,5.4,-0.977177422459148
thee,5.4,-0.977177422459148
they'll,5.4,-0.977177422459148
transfer,5.4,-0.977177422459148
two,5.4,-0.977177422459148
xxx,5.4,-0.977177422459148
origins,5.4,-0.977177422459148
actin,5.39,-0.9863948222071603
cielo,5.39,-0.9863948222071603
defence,5.39,-0.9863948222071603
dub,5.39,-0.9863948222071603
empirical,5.39,-0.9863948222071603
explicitly,5.39,-0.9863948222071603
jive,5.39,-0.9863948222071603
reprinted,5.39,-0.9863948222071603
spins,5.39,-0.9863948222071603
#letsbehonest,5.38,-0.9956122219551718
ahh,5.38,-0.9956122219551718
am,5.38,-0.9956122219551718
announcement,5.38,-0.9956122219551718
arms,5.38,-0.9956122219551718
baltimore,5.38,-0.9956122219551718
basis,5.38,-0.9956122219551718
butler,5.38,-0.9956122219551718
camino,5.38,-0.9956122219551718
carved,5.38,-0.9956122219551718
clark,5.38,-0.9956122219551718
coefficient,5.38,-0.9956122219551718
comp,5.38,-0.9956122219551718
control,5.38,-0.9956122219551718
copy,5.38,-0.9956122219551718
core,5.38,-0.9956122219551718
curriculum,5.38,-0.9956122219551718
dec,5.38,-0.9956122219551718
deemed,5.38,-0.9956122219551718
detective,5.38,-0.9956122219551718
different,5.38,-0.9956122219551718
doctrine,5.38,-0.9956122219551718
door,5.38,-0.9956122219551718
files,5.38,-0.9956122219551718
following,5.38,-0.9956122219551718
grams,5.38,-0.9956122219551718
hp,5.38,-0.9956122219551718
hudson,5.38,-0.9956122219551718
i'll,5.38,-0.9956122219551718
industry,5.38,-0.9956122219551718
items,5.38,-0.9956122219551718
jamie,5.38,-0.9956122219551718
jesse,5.38,-0.9956122219551718
latin,5.38,-0.9956122219551718
let,5.38,-0.9956122219551718
lite,5.38,-0.9956122219551718
lookin,5.38,-0.9956122219551718
machine,5.38,-0.9956122219551718
manner,5.38,-0.9956122219551718
mit,5.38,-0.9956122219551718
nelson,5.38,-0.9956122219551718
nitrogen,5.38,-0.9956122219551718
nucleus,5.38,-0.9956122219551718
official,5.38,-0.9956122219551718
overtime,5.38,-0.9956122219551718
personnel,5.38,-0.9956122219551718
pitching,5.38,-0.9956122219551718
projected,5.38,-0.9956122219551718
province,5.38,-0.9956122219551718
rope,5.38,-0.9956122219551718
said,5.38,-0.9956122219551718
second,5.38,-0.9956122219551718
securities,5.38,-0.9956122219551718
send,5.38,-0.9956122219551718
sensitivity,5.38,-0.9956122219551718
shall,5.38,-0.9956122219551718
soldiers,5.38,-0.9956122219551718
standards,5.38,-0.9956122219551718
statistically,5.38,-0.9956122219551718
steps,5.38,-0.9956122219551718
steve,5.38,-0.9956122219551718
