term_str,n,n_chars,p,i,h
maintain,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
maintained,8,10,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
maintaining,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
maintenance,3,11,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
make,228,4,0.0011132595066502607,9.810994352972331,0.01092218273313847
maker,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
makes,12,5,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
making,46,6,0.00022460498818382453,12.12032241108006,0.002722284871924781
malady,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
male,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
malevolence,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
malice,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
malignant,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mall,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mama,26,4,0.00012695064549520516,12.943444648995982,0.001643178653121499
mamma,9,5,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
man,255,3,0.001245092869279897,9.649530930278216,0.012014562153185217
manage,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
managed,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
management,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
manager,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
managing,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mankind,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
manly,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
manner,99,6,0.00048338899630866585,11.014527747057464,0.005324301512464058
manners,67,7,0.0003271420480068749,11.5777951766793,0.0037875836255029842
manoeuvred,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
manoeuvres,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
manor,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mansion,10,7,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
mantel,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
mantelpiece,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
many,185,4,0.0009033026698697291,10.112502906620762,0.00913465087461593
mar,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
march,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
mare,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
margaret,36,8,0.00017577781683951485,12.47395936569476,0.0021926453446466446
marianne,566,8,0.002763617898087928,8.49922612430519,0.023488613437026316
mark,9,4,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
marked,10,6,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
market,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
marking,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
marlborough,8,11,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
marmalade,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
marmion,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
marriage,71,8,0.00034667291654459875,11.494137247632391,0.003984706082800628
marriages,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
married,78,7,0.00038085193648561554,11.358482148274826,0.004325899921707762
marries,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
marry,55,5,0.00026854944239370325,11.862524653612414,0.003185674381109172
marrying,22,8,0.0001074197769574813,13.184452748499776,0.0014162709735502973
marshal,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
martha,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mary,140,4,0.0006835803988203355,10.514601350192107,0.007187575384401159
marys,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mass,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
master,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
match,36,5,0.00017577781683951485,12.47395936569476,0.0021926453446466446
material,18,8,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
materially,9,10,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
materials,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
maternal,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
matrimony,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
matter,68,6,0.00033202476514130583,11.556421525886734,0.003837018143006474
matters,18,7,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
mature,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
maturity,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
maxim,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
maxims,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
may,262,3,0.0012792718892209137,9.610461365599622,0.012294393067455231
me,632,2,0.003085877228960372,8.34010361895997,0.025736535844918564
meadow,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
meadows,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
meal,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
meals,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mean,63,4,0.00030761117946915097,11.666604443637157,0.0035887779533072635
meaning,30,7,0.00014648151403292905,12.736993771528555,0.0018657341318814899
meanness,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
means,59,5,0.0002880803109314271,11.761241317775232,0.0033881820557642365
meant,37,5,0.0001806605339739458,12.434431001508123,0.0022464109443946436
meantime,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
meanwhile,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
measure,10,7,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
measured,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
measures,8,8,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
measuring,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
meat,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mechanically,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mediation,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
medical,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
medicine,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
medicines,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
meditated,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
meditating,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
meditation,4,10,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
meditations,3,11,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
mediterranean,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
medium,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
meet,46,4,0.00022460498818382453,12.12032241108006,0.002722284871924781
meeting,46,7,0.00022460498818382453,12.12032241108006,0.002722284871924781
meetings,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
melancholy,25,10,0.00012206792836077421,13.00002817736235,0.0015868865082423133
member,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
memento,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
memoirs,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
memorable,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
memorandums,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
memory,9,6,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
men,56,3,0.00027343215952813424,11.836529445079469,0.0032364878074864277
mend,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mental,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
mention,26,7,0.00012695064549520516,12.943444648995982,0.001643178653121499
mentioned,32,9,0.00015624694830179098,12.643884367137073,0.0019755683470458895
mentioning,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
merchandise,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
merciful,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mercy,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
mere,19,4,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
merely,32,6,0.00015624694830179098,12.643884367137073,0.0019755683470458895
merest,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
merged,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
merit,17,5,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
merited,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
meritorious,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
merits,14,6,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
merrier,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
merriment,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
merry,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
message,11,7,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
messages,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
messenger,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
met,51,3,0.0002490185738559794,11.971459025165577,0.002981115653422025
metaphor,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
method,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
methods,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
michaelmas,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
mid,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
middle,7,6,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
middleton,102,9,0.0004980371477119588,10.971459025165577,0.0054641941591320915
middletons,19,10,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
midshipmen,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
midst,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
midsummer,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
might,381,5,0.0018603152282181989,9.070237179643751,0.016873500348842156
mightily,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mighty,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mild,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mildness,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
mile,9,4,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
miles,22,5,0.0001074197769574813,13.184452748499776,0.0014162709735502973
military,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
militate,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
militated,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
milkmen,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
million,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
milsom,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
mind,164,4,0.0008007656100466788,10.286332362518989,0.008236941209415413
minded,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
mindedness,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mindful,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
minds,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
mine,28,4,0.00013671607976406712,12.836529445079469,0.001754959983507281
minehead,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mingle,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
miniature,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
minor,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
minute,20,6,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
minutely,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
minuteness,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
minuter,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
minutes,73,7,0.0003564383508134607,11.454059808257057,0.004082666188173889
minutiae,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
miracle,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mirrors,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mirth,6,5,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
misapplied,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misapprehension,5,15,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
mischance,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mischief,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
mischievous,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
misconceived,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misconduct,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
misconstruction,2,15,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
misconstructions,1,16,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
miserable,13,9,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
miserably,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misery,38,6,0.00018554325110837678,12.395956853693487,0.002299986135233455
misfortune,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
misfortunes,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misinformed,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misled,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
miss,335,4,0.0016357102400343744,9.255867081791939,0.015139916566084157
missed,8,6,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
misses,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
missing,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mistake,15,7,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
mistaken,30,8,0.00014648151403292905,12.736993771528555,0.0018657341318814899
mistakes,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mistaking,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mistress,20,8,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
mistrust,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misty,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
misunderstood,2,13,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
misuse,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mix,4,3,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
mixed,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mixing,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
mixture,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
moan,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mode,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
model,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
moderate,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
moderation,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
modern,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
modes,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
modest,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
modestest,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
modesty,5,7,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
modify,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
